stop_id,stop_code,stop_name,stop_lat,stop_lon
CircleBlvd_N_FourAcresSt,11043,DMV (Oregon Dept Moter Veh),44.588990615,-123.251598562
CircleBlvd_N_JanssenSt,11027,Circle & Janssen,44.588805635,-123.258991704
CircleBlvd_N_KingsBlvd,11129,Circle & Kings,44.58644366,-123.276337112
CircleBlvd_S_11thSt,12648,Circle & 11th,44.588637425,-123.263909337
CircleBlvd_S_17thSt,12669,Circle & 17th,44.587707086,-123.272046761
CircleBlvd_S_9thSt,11164,Circle & 9th,44.588711175,-123.255810256
CircleBlvd_S_BelvueSt,11070,Circle & Belvue [Shelter],44.588748347,-123.249935409
CircleBlvd_S_GarryannaSt,12653,Circle & 14th,44.588549467,-123.26888154
CircleBlvd_S_HighlandDr,11186,Circle & Highland,44.5886294,-123.262184104
CircleBlvd_S_JackLondonSt,11062,DMV (Oregon Dept Moter Veh),44.588760614,-123.247470052
CircleBlvd_S_JanssenSt,11172,Circle & Janssen [Shelter],44.588599548,-123.258477498
CircleBlvd_S_KingsBlvd,11089,Circle & Kings,44.586261252,-123.275332902
CircleBlvd_S_PendletonPl,11091,Circle & Pendleton/Jefferson School,44.586289244,-123.279585075
ClaySt_W_14thAve,,Clay at Heritage Mall [Shelter],44.630341,-123.077301
ColumbusSt_E_ColumbusPl,,Columbus / Columbus Pl,44.608185,-123.079445
ConiferBlvd_E_GlacierWay,10878,Conifer & Glacier Way,44.59910649,-123.234524615
ConiferBlvd_N_CanterburyCir,10383,Conifer & Canterbury [Shelter],44.600026477,-123.241455482
ConiferBlvd_N_DorchesterWay,10884,Conifer & Dorchester/Cheldelin School [Shelter],44.600180275,-123.23869923
ConiferBlvd_N_Hwy99W,10907,Conifer & Hwy 99 [Shelter],44.596945968,-123.24838421
ConiferBlvd_N_ParkCir,10377,Conifer at Meadow Park [Shelter],44.5998707,-123.245213761
ConiferBlvd_N_RRTracks,,Conifer at Railroad Tracks [Not Used],44.599561538,-123.235066383
ConiferBlvd_W_PowderhornDr,10897,Conifer & Powderhorn,44.598559729,-123.246046491
ConserSt_E_ConroyPl,13732,Conser & Conroy,44.597242755,-123.234408047
ConserSt_E_GlacierWay,13064,Conser & Glacier Way,44.596332414,-123.236782385
ConserSt_E_KirstenPl,13072,Conser & Kirsten,44.594320222,-123.237451657
ConserSt_E_SeavyAve,13093,Conser & Seavy,44.59181081,-123.242069457
ConserSt_S_JasperSt,13086,Conser & Jasper,44.592999714,-123.240220392
CorvallisClinicDriveway_E_SamaritanDr,10948,Corvallis Clinic Asbury Building,44.602256851,-123.255402373
CorvallisClinicDriveway_W_SamaritanDr,10969,Corvallis Clinic  Asbury Building [Shelter],44.6023496,-123.255463666
CountryClubDr_S_45thSt,11833,Country Club & 45th,44.546475364,-123.301684519
CountryClubDr_S_MartinSt,11814,Country Club & Martin,44.548297792,-123.292179243
CountryClubDr_S_MeadowFlowerDr,10128,Country Club & Meadowflower,44.545678231,-123.309723781
CountryClubDr_S_ResearchWy,11822,Country Club & Research Way,44.548119854,-123.295389918
CountryClubDr_S_StonybrookSt,11846,Country Club & Stonybrook [Shelter],44.545646113,-123.305410839
CrystalLakeDr_E_BethelCt,11965,Crystal Lake & Bethel [Shelter],44.551836686,-123.258281817
CV_Driveway_N_RaiderWay,14339,Cresent Valley High School/Park & Ride,44.615272754,-123.266368763
DelRioAve_N_ColumbusSt,,DelRio & Columbus,44.602463,-123.079247
DelRioAve_N_WaverlyDr,,DelRio & Waverly,44.60199,-123.075127
DogwoodAve_N_WesternSt,,Dogwood & Western,44.639584,-123.052399
ElksDr_N_SamaritanDr_A,13323,Elks & Samaritan,44.600965307,-123.250291679
ElksDr_N_SamaritanDr_B,13347,Elks at Regent,44.600985472,-123.251937034
ElksDr_N_SatinwoodSt,13352,Corvallis Clinic Aumann Building,44.601440631,-123.253944967
ElksDr_S_SamaritanDr_A,13334,Elks at Regent,44.600882265,-123.252246806
ElksDr_S_SamaritanDr_B,13310,Elks & Samaritan,44.600787742,-123.250156128
ElksDr_S_SatinwoodSt,13375,Corvallis Clinic Aumann Building [Shelter],44.601291124,-123.254577566
ElmSt_W_11thAve,,Elm & 11th [Shelter],44.628162,-123.11438
ElmSt_W_19thAve,,Elm & 19th,44.622494,-123.11409
ElmSt_W_24thAve,,Elm & 24th,44.619057,-123.113998
ForestGreenAve_W_17thSt,13103,17th & Forest Green,44.590034312,-123.272750967
FourAcresSt_S_CircleBlvd,,Four Acres & Circle,44.587180573,-123.251122536
GarfieldAve_S_9thSt,13663,Garfield & 9th,44.583079054,-123.258952984
GarfieldAve_S_HighlandDr,13671,Garfield & Highland,44.583012649,-123.262110167
GearySt_W_GearyCir,,Geary & Geary Cir,44.62812,-123.083427
GibsonHillRd_N_GibsonWay,,Gibson Hill & Gibson Way,44.657078,-123.118996
GoldfishFarmRd_W_DogwoodAve,,Goldfish Farm,44.639713,-123.048347
GoodnightAve_S_AldrinPl,13038,Goodnight & Deborah,44.536669665,-123.263061587
GoodnightAve_S_GlennSt,13040,Goodnight & Glenn [Shelter],44.53665541,-123.264954862
GoodnightAve_S_GoodparkAve,13029,Goodnight & Goodpark,44.536691235,-123.258745635
GrandOaksDr_E_BanyonCir,13489,Grand Oaks & Banyon,44.558772583,-123.319243458
GrandOaksDr_E_DelwoodAve,13470,Grand Oaks & Delwood,44.561373502,-123.318990549
GrandOaksDr_W_ArborGroveDr,13458,Grand Oaks & Arbor Grove,44.557743212,-123.32411173
GrandOaksDr_W_TimberRidgeDr,13462,Grand Oaks & Timber Ridge,44.560057159,-123.324773782
GrantAve_S_23rdSt,13616,Grant & 23rd,44.578583,-123.278282
GrantAve_S_28thSt,13600,Grant & 28th  (Co-op),44.578625,-123.282295
GrantAve_S_31stSt,13594,Grant & 31st,44.578663,-123.285507
GrantAve_S_EdgewoodDr,13587,Grant & Edgewood,44.578705,-123.290504
HarrisonBlvd_N_29thSt,12386,Harrison & 29th,44.571805621,-123.28413231
HarrisonBlvd_N_32ndSt,12505,Harrison & 32nd,44.571783435,-123.286858634
HarrisonBlvd_N_34thSt,12496,Harrison & 35th,44.571772077,-123.28927443
HarrisonBlvd_N_36thSt,12483,Harrison & 36th,44.57182027,-123.291054609
HarrisonBlvd_N_3rdSt,13427,Harrison & 3rd,44.567463015,-123.259731469
HarrisonBlvd_N_7thSt,,Harrison & 7th,44.568473541,-123.263854619
HarrisonBlvd_N_WithamDr,10003,Harrison & Merrie,44.571884963,-123.294702599
HarrisonBlvd_S_21stSt,13436,Harrison & 21st,44.571371892,-123.276101955
HarrisonBlvd_S_23rdSt,13443,Harrison & 23rd,44.571671889,-123.278436205
HarrisonBlvd_S_27thSt,14356,Harrison & 27th,44.571696966,-123.282258891
HarrisonBlvd_S_31stSt,10233,Harrison & 31st,44.571691485,-123.285474564
HarrisonBlvd_S_33rdSt,10222,Harrison & 33rd,44.571700187,-123.287545787
HarrisonBlvd_S_35thSt,10214,Harrison & 35th,44.57168656,-123.289364444
HewlettPackardParkingLot,10562,Hewlett Packard,44.584995459,-123.243657502
HickoryAve_S_SpringHillDr,,North Albany/Hickory St Park & Ride [Shelter],44.643902,-123.108215
HighlandDr_E_AnjniCir,11313,Highland & Anjni,44.595875404,-123.26246089
HighlandDr_E_CircleBlvd,11350,Highland & Circle,44.589092029,-123.262420258
HighlandDr_E_ClevelandAve,11206,Highland & Cleveland/Linus Pauling School,44.586101846,-123.262458418
HighlandDr_E_GarfieldAve,11210,Highland & Garfield,44.583299928,-123.262436561
HighlandDr_E_HayesAve,11223,Highland & Hayes,44.581777914,-123.262454564
HighlandDr_E_MeadowRidgePl,11309,Highland & Meadow Ridge,44.600332951,-123.262566147
HighlandDr_E_OakAve,11332,Highland & Oak,44.592745378,-123.262457019
HighlandDr_E_SequoiaAve,11345,Highland & Sequoia,44.591245654,-123.262459085
HighlandDr_E_SpruceAve,11193,Highland & Spruce/Osborne Aquatic Center [Shelter],44.587642432,-123.262417256
HighlandDr_E_WalnultBlvd,11321,Highland & Walnut,44.593955717,-123.262445854
HighlandDr_W_AngelicaDr,11281,Highland & Angelica,44.594983226,-123.262704819
HighlandDr_W_CircleBlvd,11268,Highland & Circle,44.589487222,-123.262659417
HighlandDr_W_ClevelandAve,11247,Highland & Cleveland,44.585580981,-123.262652064
HighlandDr_W_HayesAve,11234,Highland & Hayes,44.581565472,-123.262643002
HighlandDr_W_HighlandDellDr,11299,Highland & Highland Dell,44.60039811,-123.262875235
HighlandDr_W_SpruceAve,11252,Highland & Spruce/Linus Pauling School & Osborne Aquatic Center [Shelter],44.587175082,-123.262689034
HighlandDr_W_WalnutBlvd,11275,Highland & Walnut,44.593315765,-123.262643128
HillSt_E_12thAve,,Hill / 14th at Boys & Girls Club [Shelter],44.629898,-123.091431
HillSt_E_18thAve,,Hill & 18th,44.623749,-123.090324
HillSt_E_24thAve,,Hill / 24 [Shelter],44.618385,-123.090141
HillSt_E_28thAve,,Hill / 28th,44.614697,-123.090057
Hwy20_B_SteeleAve,,Children's Farm Home/Davis Family Farm {LBL:Flag Stop},44.607784782,-123.217984103
Hwy34_B_PeoriaRd,,Peoria Market/Wolcott {LBL:Flag Stop},44.563937164,-123.234863308
Hwy34_N_RiversideDr,,Riverside (Westbound) {LBL:Flag Stop},44.564098,-123.197807
JacksonSt_E_11thAve,,Jackson & 11th,44.630249,-123.09803
JacksonSt_E_32ndAve,,Jackson / 32nd [Shelter],44.611313,-123.096161
JamesSt_S_NewtonSt,,James & Newton,44.541918493,-123.342664311
JeffersonAve_N_11thSt,13249,Jefferson & 11th/OSU,44.564686383,-123.27225329
JeffersonAve_N_7thSt,13265,Jefferson & 7th,44.563459887,-123.265833722
JeffersonAve_N_8thSt,13254,Jefferson & 8th,44.563931803,-123.267665251
JeffersonAve_S_11thSt,13231,Jefferson & 11th/OSU [Shelter],44.56451071,-123.271374451
JeffersonWay_N_LangtonPl,,OSU Book Store - MU [Shelter],44.564646284,-123.277844453
KilldeerAve_S_AirportRd,,Killdeer at Costco,44.639004,-123.066414
KingsBlvd_E_ArthurPl,14575,Kings & Arthur,44.584123029,-123.275899073
KingsBlvd_E_BecaAve,14547,Kings & Beca,44.577784793,-123.275208412
KingsBlvd_E_CircleBlvd,14581,Kings & Circle,44.585862579,-123.275863028
KingsBlvd_E_ElmwoodDr,14421,Kings & Elmwood [Shelter],44.587696485,-123.275899903
KingsBlvd_E_FillmoreAve,14534,Kings & Fillmore [Shelter],44.575153822,-123.275109066
KingsBlvd_E_ForestGreenAve,14432,Kings & Forest Green/Timberhill Shopping Center [Shelter],44.590524678,-123.275870352
KingsBlvd_E_HayesAve,14568,Kings & Garfield,44.58176062,-123.275882102
KingsBlvd_E_JacksonAve,14510,Kings & Jackson,44.569569211,-123.27500507
KingsBlvd_E_KingsPl,14552,Kings & Mulkey,44.579777783,-123.275844053
KingsBlvd_E_MonroeAve,14599,Kings & Monroe [Shelter],44.568208808,-123.274927143
KingsBlvd_E_TylerAve,14523,Kings & Tyler,44.572665638,-123.275111302
KingsBlvd_W_CircleBlvd,14445,Kings & Circle,44.585594866,-123.276130373
KingsBlvd_W_FillmoreAve,14478,Kings & Fillmore [Shelter],44.575706303,-123.275359195
KingsBlvd_W_GarfieldAve,14450,Kings & Garfield,44.582728313,-123.27609107
KingsBlvd_W_JacksonAve,14506,Kings & Jackson,44.569455527,-123.275156926
KingsBlvd_W_MulkeyAve,14466,Kings & Mulkey,44.58025023,-123.276058493
KingsBlvd_W_TaylorAve,14484,Kings & Taylor,44.574013602,-123.275275222
KingsBlvd_W_TylerAve,14497,Kings & Tyler,44.572740138,-123.275245507
KnoxButteRd_S_OpalSt,,Knox Butte & Opal,44.644245,-123.056931
KnoxButteRd_S_TimberSt,,Knox Butte & Timber,44.644039,-123.053154
LBCC,,LBCC (Linn Benton Com Col) [Shelter],44.586189,-123.113922
MidvaleDr_W_BrooksideWay,12956,Midvale & Centerpointe,44.531355175,-123.25686797
MidvaleDr_W_GoodnightAve,12987,Midvale & Goodnight,44.536465045,-123.256778003
MidvaleDr_W_SchoonerAve_A,12973,Midvale & Wetland Park,44.534387743,-123.256726039
MidvaleDr_W_SchoonerAve_B,12960,Midvale & Schooner [Shelter],44.533153763,-123.256703148
MonroeAve_N_11thSt,12465,Monroe & 11th,44.566669185,-123.269639893
MonroeAve_N_15th,12454,Monroe & 14th,44.567409446,-123.272702325
MonroeAve_N_9thSt,12477,Monroe & 9th,44.566126626,-123.267597831
MonroeAve_N_KingsBlvd,12449,Monroe & Kings [Shelter],44.56800599,-123.274900368
MonroeAve_N_MemorialPl,12420,Monroe & 23rd,44.568607451,-123.277809456
MonroeAve_S_10thSt,10280,Monroe & 10th,44.566233978,-123.268552182
MonroeAve_S_14thSt,10279,Monroe & 14th,44.567089495,-123.271981179
MonroeAve_S_23rdSt,10251,Monroe & 23rd,44.56834902,-123.277322168
MonroeAve_S_26thSt,10246,Monroe & 26th,44.568857242,-123.279620187
MonroeAve_S_5thSt,"14244 (8), 14228 (5), 14341 (3), 14341 (2), 14237 (6), 14244 (4), 14228 (7), 14237 (1), 10312 (BBSW), 14271 (C1), 14271 (C2), 14271 (C3), 10312 (CVA), 10312 (BBN)",COMBINATION OF ALL ROUTES ( Need to add seperate entries below),44.564760529,-123.263449524
1_MonroeAve_S_5thSt,14237,Downtown Transit Center/City Hall [Shelter],44.564760529,-123.263449524
2_MonroeAve_S_5thSt,14341,Downtown Transit Center/City Hall [Shelter],,
3_MonroeAve_S_5thSt,14341,Downtown Transit Center/City Hall [Shelter],,
4_MonroeAve_S_5thSt,14244,Downtown Transit Center/City Hall [Shelter],,
5_MonroeAve_S_5thSt,14228,Downtown Transit Center/City Hall [Shelter],,
6_MonroeAve_S_5thSt,14237,Downtown Transit Center/City Hall [Shelter],,
7_MonroeAve_S_5thSt,14228,Downtown Transit Center/City Hall [Shelter],,
8_MonroeAve_S_5thSt,14244,Downtown Transit Center/City Hall [Shelter],,
BBSW_MonroeAve_S_5thSt,10312,Downtown Transit Center/City Hall [Shelter],,
BBN_MonroeAve_S_5thSt,10312,Downtown Transit Center/City Hall [Shelter],,
BBSE_MonroeAve_S_5thSt,10312,Downtown Transit Center/City Hall [Shelter],,
C1_MonroeAve_S_5thSt,14271,Downtown Transit Center/City Hall [Shelter],,
C2_MonroeAve_S_5thSt,14271,Downtown Transit Center/City Hall [Shelter],,
C3_MonroeAve_S_5thSt,14271,Downtown Transit Center/City Hall [Shelter],,
CVA_MonroeAve_S_5thSt,10312,Downtown Transit Center/City Hall [Shelter],,
MonroeAve_S_5thSt_Curb,,Downtown Transit Center (street) [Shelter],44.564938,-123.263374
MonroeAve_S_7thSt,10308,Library/Central Park,44.565337789,-123.265026085
MonroeAve_S_9thSt,10298,Monroe & 9th,44.565845108,-123.267052216
MonroeAve_S_KingsBlvd,10267,Monroe & Kings,44.567786891,-123.274844407
NewtonSt_N_26thSt,,26th & Newton,44.540901302,-123.346248252
NewtonSt_S_26thSt,,26th & Newton,44.540727024,-123.34625023
NewtonSt_W_NewtonPl,,James St & Newton,44.541826638,-123.343114362
NorthAlbanyFireStation,,North Albany Fire Station,44.656273,-123.134995
NorthAlbanyRd_E_JonesAve,,North Albany & Jones,44.646095,-123.114151
NorthAlbanyRd_W_JonesAve,,North Albany & Jones,44.646114,-123.114502
PacificBlvd_B_RollandDr,,Wilco {LBL:Flag Stop},44.559973415,-123.110061406
PacificBlvd_E_19Ave,,Taco Bell/Pacific Blvd before Albany Station,44.62262,-123.110168
PacificBlvd_E_29thAve,,29th {LBL:Flag Stop},44.61504,-123.113609
PacificBlvd_E_32ndAve,,YMCA [Shelter]{LBL:Flag Stop},44.611298,-123.113533
PacificBlvd_E_CollegeParkDr,,College Park {LBL:Flag Stop},44.598652,-123.113121
PacificBlvd_E_EllingsonRd,,Pacific & Ellingson,44.589367,-123.109673
PacificBlvd_E_WalnutSt,,Pacific & Walnut,44.618713,-123.112961
PacificBlvd_N_ClevelandSt,,Goodwill {LBL:Flag Stop},44.634113,-123.084824
PacificBlvd_S_WaverlyDr,,Pacific & Waverly,44.638035,-123.071587
PacificBlvd_W_29thAve,,29th {LBL:Flag Stop},44.614346,-123.113953
PacificBlvd_W_36thAve,,35th/Pacific {LBL:Flag Stop},44.607941,-123.1138
PacificBlvd_W_53rdAve,,53rd {LBL:Flag Stop},44.595882,-123.113274
PacificBlvd_W_LanierSt,,Pacific / Ellingson,44.589062,-123.110092
